University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;Tourism Studies;SENB031;8;Introduction to terms, concepts and models of tourism, the principles of sustainable tourism development, Techniques for assessing sustainable tourism development, Impacts of Tourism development, Ecotourism, Trends in global tourism
null;null;null;null;Environment, Resource Planning and Management;SENA032;12;Natural Resource development concepts, Natural resource exploitation and environmental impacts, Approaches to natural resources management Natural resources conservation, Natural resources management legislation
null;null;null;null;Impacts Studies;SENB032;12;Key environmental management concepts and tools, History of Environmental movements and Environmental Assessments, Impact types, identification and assessment, Steps and elements of Environmental Impact Assessment, Environmental Assessments Legislation in South Africa- status and challenges, assessing projects for possible impacts and preparation of reports thereafter (a practical example), Comparative study on developing and developed state of environmental Assessments
null;null;null;null;Natural Resource Ecology;SENC032;16;Ecological succession, Ecosystem structure and function, World Terrestrial and aquatic ecosystems, The dynamic of South African ecosystems, Health of ecosystem - indicators and techniques of measurements
null;null;null;null;Remote Sensing and GIS Applications;SGEA032;16;"Introduction to GIS and Remote Sensing applications; Designing and managing a GIS database; Spatial data analysis; Data acquisition and processing in Remote Sensing; Image classification and accuracy assessment; GIS and RS application in Environmental planning and management; The state of GIS and RS applications in developed and developing countries"
null;null;null;null;Solid Waste Management;SENDO032;12;"Introduction to key concepts; Solid waste classification; Solid waste management processes; Solid waste management and related environmental impacts; Solid waste legislation and governance in South Africa; Community awareness and participation in solid waste management."
null;null;null;4;Elements of Environmental Management;SENA041;20;Introduction to environmental management, Environmental philosophy and ethics, Environmental administration with reference to South Africa, The role of legislations in promoting environmental management, Integrated environmental management procedures – Environmental Impact Assessment, Strategic Environmental Assessment, Social Impact Assessment, Environmental Economics, Environmental Auditing, Social Impact Assessment, Environmental Management Systems, Cost-Benefits analysis, etc., Introduction to Agenda 21, Environmental laws and international relations
null;null;null;null;Geographical Information Systems;SGEA041;20;Geostatistical analysis and Spatial modelling techniques, Spatial database design and manipulation, Positional accuracy and error assessment and management, Time series and digital change techniques, Multi criteria analysis, Image pre-processing, Data Fusion, Vegetation Indices Advanced image Classification, GIS and RS project design and management, GIS and Remote Sensing Applications
null;null;null;null;Advanced Natural Resource Ecology;SENB042;20;Forest Ecology, Wetland Ecology, Grassland Ecology, and Ecology of Invasive Species
null;null;null;null;Demographic Studies;SGEA042;20;Approaches, methodologies and paradigms in the study of population, Sources and quality of demographic data, The analysis of population characteristics, Measurement of population dynamics and associated problems, Population-resources relationships, Population policies
null;null;null;null;Land Degradation;SENA042;20;"Definition and scope of land degradation; Components of land – lower atmosphere, geology, soil, vegetation and water bodies; Anthropogenic and natural land degradation processes; Factors of land degradation; Management practices and policies to prevent and mitigate degradation problems"
null;null;null;null;Sustainable Resource Development;SENC042;20;The concept of Sustainable development, Sustainability indices, Environmental resources and uses, Consequences of resource ownership and scarcity, Strategies for sustainable resource development, Case studies of sustainable resource development projects
null;null;null;null;Waste Management;SEND042;20;"Key issues in waste management; Landfill site design, management and associated risks; Approaches to sustainable waste management; Waste management legislation and governance; Integrated pollution and waste
management strategy for South Africa; Case studies of waste management practices in
Limpopo province"
null;null;null;null;Research Project (Environment and Resource Studies);SENR040;40;Quantitative and qualitative research methods and Proposal writing Research report
null;null;Agricultural Management;1;Agricultural Economics Microeconomics;SAGE011;12;Basic concepts and relationships in economics, Demand, supply and prices in the market place, Resource allocation and efficiency, Elasticity, Theory of consumer choice and behaviour, Production and cost theory, The market and market structures in which farmers operate.
null;null;null;null;Elementary Mathematics;SSTA011;12;The student should be able to: Explain the concept of sets using Venn Diagrams, Demonstrate the algebra of sets, Draw truth tables using elementary logic, Use elementary logic to determine whether the given statement is a conditional, bi-conditional, tautology, etc, Find the solution sets of given equations and inequalities, Identify the types of the given functions and sketch them, Use the definition of the derivative to find the slope of the curve at any point, Apply the rules for differentiation to differentiate the given functions, Use the concept of a derivative to draw graphs, Find the area bounded by curves and lines using integration, Calculate the length of a curve using the process of integration, Use matrices to solve system of linear equations, Calculate the simple interest, simple discount, time value for money, compound interest with compounding once a year and compound interest with compounding more than once a year.
null;null;null;null;Introduction to Animal Science;SANL011;12;Student should be able to: Recognize the different classes of livestock and their functional characteristics/traits. Describe environmental factors affecting livestock production in tropical and subtropical countries. Explain the historical domestication of farm animals and their importance to humans, especially in tropical and subtropical countries.
null;null;null;null;Introduction to Biological Sciences;SPLN011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of biological molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulating chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of photosynthesis and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biology.
null;null;null;null;Introduction to Soil Science;SSSC011;12;Factors of soil formation, Different kinds of minerals in the soil, Charges that develop in soils, Acid, alkaline, saline and sodic soils, Textural classes of soils through laboratory and field analyses and Write a practical report.
null;null;null;null;Agricultural Economics: Macroeconomics;SAGE012;12;Basic concepts in macroeconomics, Macroeconomic objectives and the business cycle, Measurements of macro-economic parameters, Aggregate demand and supply, Unemployment and inflation: Relationships, causes and measures, Total spending and income determination in closed and open economies, Monetary sector economics and agricultural sector in the economy.
null;null;null;null;Introduction to Plant Production;SPLN012;12;"Fundamental tissues in plants; various organs: roots, stems, leaves, flowers and seeds; various systems: water-plant-atmosphere; essential nutrient element-plant systems; energy-plant systems with emphasis on respiration and photosynthesis on C3, C4 and CAM plants, and coordination systems; crops: definition, origin and classification; indispensable roles of plants to other kingdoms."
null;null;null;null;Principles of Animal Genetics;SANL012;12;Mendelian and population genetics, Selection theory, Mating theory, Breeding methods and plans
null;null;null;null;Soil Formation and Classification;SSSC012;12;Introduction to the concepts of soil profile, soil horizon, horizon suffixes and transitional horizons, Soil genesis - factors of soil formation, processes of soil formation and horizon differentiation, Soil classification – Soil taxonomy, USDA and South African binomial system.
null;null;null;2;Basic and Intermediate Farm Management;SAGA021;12;Farm management principles and functions of management, Decision making approaches and nature of farm business organizations, Measures of depreciation of assets and land value, Analysis of the financial statements, Farm budget and planning techniques, Risk management in a farm business, Business plans and profiles of the farm.   
null;null;null;null;Fundamentals of Nutrition;SANA021;16;Composition, classification and analysis of feeds, Feed digestion, absorption and metabolism in farm animals and Feed nutrient partitioning in farm animals
null;null;null;null;Plant Nutrition and Soil Fertility;SSCA021;16;Biogeochemistry and biogeochemical cycle defined, Carbon and nitrogen cycles, The role of vegetation and farmers’ management practices on nutrient cycling, The composition of plants, Essentiality of elements, Common terms used to describe nutrients level in plants, General functions of mineral nutrients in plants, Forms and mechanisms of nutrient uptake by plants, Theory of ion uptake by cells and plants, Nutrients absorption into root cells, Nutrients absorption through leaves, Fertilizers and fertilizer types (i.e. organic and inorganic, single or mixed), Fertilizer grades and formulation, Fertilizer calculations, Liming and liming materials including importance of liming, Diagnosis of nutrient deficiency in plants and in soil, Classification of soil organisms, Types of micro-organisms, Role of soil organisms in plant nutrition, Factors determining quality in irrigation water, Water contamination and effects on soil, irrigation systems and plants.
null;null;null;null;Principles of Field Crop Production;SPPA021;16;General introduction to field crops, plant science of crop production, classification of crop plants, leading field crops (maize, wheat, groundnuts, cowpea, cotton – History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing).
null;null;null;null;Basic and Intermediate Agricultural Marketing;SAGA022;16;Introduction to concepts of markets, marketing and agricultural marketing, Link between agricultural production and marketing, Prices analysis and marketing costs, Market structures and the competitive environment, Analyze market structure, conduct and performance, Approaches to the study of marketing, Functional and organizational issues in marketing, Government intervention in agricultural markets, Government and Food marketing, Selected commodity markets in South Africa and Overview of South Africa marketing policy.
null;null;null;null;Feeds and Feeding Systems;SANA022;16;Food intake and its control, Digestibility, Nutrient requirements, Ration formulation and Feeding systems
null;null;null;null;Planted Pastures and Rangeland Management;SPPA022;16;The role that planted pastures can play in animal production, The use of different fodder species, in during different seasons, in fodder flow planning, Diversity of different fodder species that are available in the market, Establishment, growing and management of the different fodder species groups, The taxonomy, physiology and morphology of different rangeland grasses and browsing species, The diversity of different Plant Biomes in South Africa and the ecology of different veld types, The role of soil, climate and other external factors on the diversity and production of rangeland (veld), The impact of defoliation (grazing, cutting and burning), resting and the grazing animal on the sustainability and production of the rangeland, The nutritional value, acceptability and intake of rangeland species and its influence on animal production.
null;null;null;null;Soil Biology;SSCA022;16;Microorganisms and their soil habitat, Decomposition and biochemical processes, and biogeochemical cycling of elements in soils, Enzymes and other macromolecules, nitrogen fixers and mycorrhizal in soils, Methods of analyses in soil organisms studies and Practices for sustainable management of soil organisms in the South African context.
null;null;null;null;Agricultural and Rural Development;SAGA031;16;Concepts of agricultural and rural development, Measures and indicators of economic development, Models of agricultural development, Obstacles to Rural Development: Problems and Policies, Institutional constraints on agricultural development and remedial policies, Resource use and technical change in smallholder agriculture, Analysis of agrarian change and development strategies, Food security in the South African context and Agricultural Policy in Southern Africa.
null;null;null;null;Animal Health;SANA031;16;Regulations and Acts governing animal health, Causes, symptoms, prevention and treatment of major farm animal diseases, Routine animal health management practices, Toxicology, Animal handling techniques, Handling and storage of drugs and poisons
null;null;null;null;Field Identification of Soils;SSCA031;16;Soil morphology, formation and classification of soils, South African Soil Classification System, Distribution and uses of soils and Introduction to indigenous soil knowledge
null;null;null;null;Principles of Fruit and Vegetables Crops Production;SPPA031;16;"World fruit and vegetable crops production and their importance, Classification of fruit and vegetable crops: botanical, horticultural and geographical, Development and diversification of fruit and vegetable crops production, Principles of fruit and vegetable crops establishment: selection and preparation of a suitable site for tree planting, choosing most appropriate orchard/vineyard/plantation design, planting system and density and project in detail capital
investments, operating costs and income for fruit and vegetable crops business, General
fundamental management practices of fruit and vegetable crops: commonly practiced and
unique management practices on fruit and vegetable crops, Principles of choosing fruit
cultivars and rootstocks, Physiological processes of fruit crops flowering and fruit setting,
Causes and remedial measures of unfruitfulness in fruit crops"
null;null;null;null;Agricultural Project Analysis;SAGA032;16;Conceptual issues in project analysis, Framework of agricultural projects in developing countries, The project cycle and aspects of project preparation, The time value of money: comparing costs and benefits, Financial Analysis in Project Management, Measure of project worth: Net Present Value (NPV), Benefit cost Ratio (BCR), Internal Rate of Return (IRR), Pay Back Period (PBP), and Average Rate of Return (ARR).
null;null;null;null;Cropping Systems, Organic and Nature Farming;SPPA032;16;"Cropping Systems (monoculture, crop rotation, mixed cropping, and plant, Competition, Intercropping and relay cropping) in relation to South Africa, Cropping practices (fallowing, green manuring, mulching), Compost making and application, and derivable benefits, Organic farming principles and practices nationally and internationally, Best tillage practices; reduced tillage, controlled traffic and no- tillage, Philosophy, rationale and principles of nature and organic farming systems, Land certification for nature and organic farming systems, Types of effective microbes and suitability for crop production under the South African environmental conditions, Stock EM from EMROSA, derivatives from stock EM, Application to various crops for pest and disease control and soil health maintenance."
null;null;null;null;Farm Animal Management;SANA032;16;Nutrition of all farm animals, Reproduction of all farm animals, Management of all farm animals
null;null;null;null;Irrigation and Soil Water Balance;SSCA032;16;"Irrigation planning: Water supply (sources, quality and quantity); Soil physical, chemical and biological characteristics; Topography; System design capacity; Application efficiency; Uniformity of application; Water tables and salinity; Selection of irrigation method., Soil Water: Measurement of soil water content; testing methods; Assessing requirements; Infiltration and application rates, Evapotranspiration: Estimating ET and peak irrigation demand, Irrigation scheduling: Water budget; Allowance for rainfall; Gross irrigation application; Deficit irrigation, Irrigation methods: Surface irrigation; Spray irrigation; Microirrigation, Small scale irrigation in South Africa: Technology; Infrastructure; Management and Training needs."
null;null;Plant Production;1;Basic Physics 1A;SPHY011;12;Forces, Newton’s laws, friction, torque, conditions of equilibrium, couples, velocity an acceleration, falling bodies, projectile motion, mass an weight, work, energy and power, impulse and momentum, elastic and inelastic collisions, circular motion, angular velocity and accelerations simple harmonic motion. Properties of Matter: Elasticity, hydrostatics, density and relative density, pressure in liquids, principle of Archimedes, surface tension, hydrodynamics, viscosity. Wave motion, longitudinal and transverse waves, acoustics. Temperature scales, expansivity, word and heat quantity of heat, calorimetry, change of phase, conduction of heat, first law of thermodynamics, ideal gas law and kinetic theory of gases.
null;null;null;null;Elementary Mathematics;SSTA011;12;"Sets and set operations; Elementary logic; Elementary number theory; Equations and inequalities with applications; Functions and graphs with applications; Differentiation and integration with applications; Matrices and their applications; Financial mathematics"
null;null;null;null;Health Education and Life Competencies I;SHEL011;12;Respect for all forms of life, Sexual health, Safety in my environment, Successful scientific communication, Successful study skills
null;null;null;null;Introduction to Biological Studies;SBIO011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of biological molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulating chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of photosynthesis and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biology
null;null;null;null;General Chemistry For Life + Health Sciences;SCHE011;12;"Matter; Energy and Measurement; Atoms, ions and molecules; Chemical Bonds; Chemical reactions; Stoichiometry; Gases, liquids and solids; Solutions and colloids; Reaction rates and equilibrium; Acids and Bases; Bonding and Molecular Structure; Reaction Kinetics; Chemical Equilibrium; Electrochemistry"
null;null;null;null;Elementary Statistical Methods;STAB012;12;"Types of data. Summary measures for grouped and ungrouped data: Measures of location and dispersion. Graphical presentation; Exploratory data analysis: stem and leaf, box plots. Basic ideas of sampling; Basic probability concepts and rules, Random variables, Probability distributions: Binomial, Poisson and Normal; Statistical inference: Estimation and tests for population mean and proportion; Tests of independence and goodness-of-fit. Simple linear regression and correlation."
null;null;null;null;Health Education and Life Competencies II;SHEL012;12;Sexual health, Healthy lifestyle, My environment influences my health, The scientific method, Successful scientific communication
null;null;null;null;Introduction to the Physical Environment;SGEP012;12;Introduction to matter and energy, The earth as part of the solar galaxy, Plate tectonics, landforms and land forming processes, Soils and soil forming processes, Basic atmospheric characteristics and processes, Life and earth’s life support systems, Ecosystem components, and biogeochemical cycles, Terrestrial and aquatic ecosystems.
null;null;null;null;Organic Chemistry for Life + Health Sciences;SCHE012;12;"Introduction to Organic Chemistry (Saturated and unsaturated hydrocarbons, Basic stereochemistry); Functional Groups (Alcohols, phenols, ethers and alkyl halides, Aldehydes and Ketones, Carboxylic acids and esters, Amines and Amides, Aromatic compounds); Physiologically important compounds (Carbohydrates, Lipids, Proteins, Nucleic acids, Enzymes). Introduction to First row Transition Metals: Electronic structure, physical and chemical properties, Biological significance. Complex Ions of Metals: Nomenclature, Coordination numbers of metl complexes, Isomers, Binding in complexes."
null;null;null;null;Plant Biology;SBOT012;12;"The diversity of plants in form, growth, habit, reproduction, ecology, metabolism, and genetic composition. The emphasis is on how the structure and anatomy of plants enable them to: carry out certain functions, adapt to certain ecological habitats, carry out different physiological processes; and modes of reproduction"
null;null;null;2;Agricultural Economics: Microeconomics;SAGB021;12;Basic concepts and relationships in economics, Demand, supply and prices in the market place, Resource allocation and efficiency, Elasticity, Theory of consumer choice and analyses, Production and cost theory, The market and market structures in which farmers operate, The labour market
null;null;null;null;Introduction to Animal Science;SANB021;12;Animal Production industries, Historical domestication of farm animals and their uses, Biological principles underlying production efficiency in tropical and subtropical countries, Principles of environmental adaptation, Water quality for livestock, Animal production systems, Farm animal breeds, Handling of farm animals.
null;null;null;null;Introduction to Plant Production;SPPB021;12;"Fundamental tissues in plants; various organs: roots, stems, leaves, flowers and seeds; various systems: water-plant-atmosphere; essential nutrient element-plant systems; energy-plant systems with emphasis on respiration and photosynthesis on C3, C4 and CAM plants, and coordination systems; crops: definition, origin and classification; indispensable roles of plants to other kingdoms"
null;null;null;null;Introduction to Soil Science;SSCB021;12;Factors of soil formation, Different kinds of minerals in the soil, Charges that develop in soils, Acid, alkaline, saline and sodic soils, Textural classes of soils through laboratory and field analyses, Write a practical report.
null;null;null;null;Pest, Pathogen and Weed Management;SPPC021;12;Definitions, pest-plant-environment interaction concepts and principles, morphology, classification and economic damage of insects, mites, nematodes, pathogens (bacteria, fungi, viruses, mycoplasms) and weeds on agricultural crops
null;null;null;null;Basic and Intermediate Farm Management;SAGD022;12;Farm management principles, roles, levels and functions of management in a farm business, The decision making approaches, nature of farm business organizations and fundamental task of management in a farm business, Financial management for farm business, elements of comprehensive records keeping system, Methods of calculating depreciations of assets in a farm business and method of determining the land value, Analysis of the financial statements (Financial position, financial performance) and Diagnostic financial analysis (ratios) of a farm business, Partial, enterprise and cash flow budgeting as well as their implications in a farm business and budget planning.
null;null;null;null;Introduction to Agricultural Mechanization;SPPC022;12;Introduction to farm machinery including the principles of tractors and animal power technologies operations, crop processing technologies and mechanization systems for agricultural production and processing (including storage and drying systems). Characteristics of agricultural mechanization, cropping practices and yet see how they relate to the natural sciences and other agricultural disciplines.
null;null;null;null;Introduction to Rural Sociology;SAGX022;12;The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making
null;null;null;null;Plant Genetics;SPPB022;12;"Inheritance of genes, linkage, mutation (gene mutation, mutation breeding, chromosome mutation, chromosome mechanisms in plant breeding)]; quantitative genetics; population genetics; molecular genetics; developmental genetics"
null;null;null;null;Soil Formation and Classification;SSCB022;12;Introduction to the concepts of soil profile, soil horizon, horizon suffixes and transitional horizons, Soil genesis - factors of soil formation, processes of soil formation and horizon differentiation and Soil classification – Soil taxonomy, USDA, South African binomial system.
null;null;null;3;Introduction to Agricultural Extension;SAGX031;null;History of Agricultural Extension Philosophical Foundation of Extension Characteristics of agricultural Extension, Adult learning Critical Characteristics of adult learners, Adult developmental trends Principles of Adult Education, Farmer training Centres purpose and objectives of farmer training centres. Planning and training division in training centres, The Agricultural Extension Unit in Training centres, Communication in Extension The importance of communication in Extension The communication process in Extension Problematic areas in communication, Extension systems Transfer of Technology Participatory Extension Approach Participatory Innovation Development Training and Visit system Farmer to Farmer approach, Challenges facing Agricultural Extension Changing role of Extension Land reform Natural resource management in research-extension, Organization of extension services Conditions for organization of Extension service Leadership in extension organization Staff Development Gender and Extension
null;null;null;null;Plant Nutrition and Soil Fertility;SSCB031;null;Biogeochemistry and biogeochemical cycle defined, carbon and nitrogen cycles, the role of vegetation and farmers’ management practices on nutrient cycling, the composition of plants, essentiality of elements, common terms used to describe nutrients level in plants, general functions of mineral nutrients in plants, forms and mechanisms of nutrient uptake by plants, theory of ion uptake by cells and plants, nutrients absorption into root cells, nutrients absorption through leaves, fertilizers and fertilizer types (i.e. organic and inorganic, single or mixed), fertilizer grades and formulation, fertilizer calculations, liming and liming materials including importance of liming, diagnosis of nutrient deficiency in plants and in soil, classification of soil organisms, types of micro-organisms, role of soil organisms in plant nutrition, factors determining quality in irrigation water and water contamination and effects on soil, irrigation systems and plants.
null;null;null;null;Principles of Field Crop Production;SPPB031;null;General introduction to field crops, plant science of crop production, Agro-meteorology, classification of crop plants, leading field crops (maize, wheat, groundnuts) – History/Origin, world production, economic importance, Related international centres for crop development, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing
null;null;null;null;Principles of Vegetable Crops Production;SPPC031;null;Nutritive importance of vegetable crops in relation to human diets, Economic values of vegetable crops in relation to the vegetable industries in South Africa, Intensive nature of vegetable crops production in comparison to the field crops production Inherent and acquired properties of soils with emphasis on suitability of soils for vegetable crops production, Classification and morphology of vegetable crops, Pest and disease control on vegetable farms, Weed control methods, Fertilisers and fertilization application for soil fertility maintenance and Improved crop and soil productivity on a vegetable farm, Irrigation and judicious water application for improved table crop yield, Harvesting, storage and marketing of to ensure optimum vegetables crops quality.
null;null;null;null;Principles of Field Crop Production;SPPB031;null;General introduction to field crops, plant science of crop production, Agro-meteorology, classification of crop plants, leading field crops (maize, wheat, groundnuts) – History/Origin, world production, economic importance, Related international centres for crop development, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing
null;null;null;null;Biometry;SPPE032;12;Hypotheses testing, t-test, confidence interval, analysis of variance (completely randomized design, randomized complete block design, Latin square design, factorial experiments, split plot arrangement), mean comparisons. Chi-square test, simple correlation and regression analysis and data reporting.
null;null;null;null;Cropping Systems, Organic and Nature Farming;SPPF032;16;"Cropping Systems (monoculture, crop rotation, mixed cropping, and plant competition, Intercropping and relay cropping) in relation to South Africa, Cropping practices (fallowing, green manuring, mulching), Compost making and application, and derivable benefits, Organic farming principles and practices nationally and internationally, Best tillage practices; reduced tillage, controlled traffic and no- tillage, Philosophy, rationale and principles of nature and organic farming systems, Land certification for nature and organic farming systems, Types of effective microbes and suitability for crop production under the South African environmental conditions, Stock EM from EMROSA, derivatives from stock EM, Application to various crops for pest and disease control and soil health maintenance"
null;null;null;null;Principles of Fruit Crops Production;SPPC032;null;"World fruit crops production and their importance, Classification of fruit crops: botanical, horticultural and geographical, Development and diversification of fruit crops production, Principles of fruit crops establishment: select and prepare a suitable site for tree planning, choosing most appropriate orchard/vineyard/plantation design, planting system and density and project in detail capital investments, operating costs and income for fruit crops business, General fundamental management practices of fruit crops: commonly practiced and unique
management practices on fruit crops, Principles of choosing fruit cultivars and rootstocks,
Physiology processes of fruit crops flowering and fruit setting, Causes and remedial measures
of unfruitfulness in fruit crops production."
null;null;null;null;Plant Breeding;SPPD032;null;The science of plant breeding centres of diversity, modes of reproduction. Components of quantitative variation, estimating components of quantitative variation, selection differential and selection responses, genotype x environment interaction, correlated response, simultaneous selection. Registration, breeders’ rights, issue and control of cultivars. Breeding methods and procedures respective to their modes of reproduction: vegetative reproduction, generatively through selfing and crossing. Introduction to Biotechnology approaches in Crop Production
null;null;null;null;Planted Pastures and Rangeland Management;SPPB032;null;The role that planted pastures can play in animal production, The use of different fodder species, in during different seasons, in fodder flow planning, Diversity of different fodder species that are available in the market, Establishment, growing and management of the different fodder species groups, The taxonomy, physiology and morphology of different rangeland grasses and browsing species, The diversity of different Plant Biomes in South Africa and the ecology of different veld types, The role of soil, climate and other external factors on the diversity and production of rangeland (veld), The impact of defoliation (grazing, cutting and burning), resting and the grazing animal on the sustainability and production of the rangeland, The nutritional value, acceptability and intake of rangeland species and its influence on animal production.
null;null;null;null;Experiential Training (Plant Production);SEPA030;20;Students should be able to: Critically manage basic practices of plant production, animal production and soil science, SWOT (critical) analysis: Recognition of strengths and weaknesses of the prevailing situation compared to the ideal theoretical or practical model (for various places visited), Work independently and develop any strategies to improve identified on-farm weaknesses, Advise farmers on management practices of cultivated crops, Critically manage basic practices on farm livestock and pasture production, Manage and maintain farm equipment and make sure that they are suitable for activities taking place at the farm, Anticipate the outcome of his/her suggested strategy to improve the identified weaknesses.
null;null;null;4;Advanced Soil, Plant And Water Analysis;SSCA041;16;"Introduction to analytical techniques: theory and examples: Titration, Precipitation, Colorimetry, Flame Spectrophotometry, Objectives of Soil analysis, Sampling and storage, Important parameters, Extraction, Objectives of water analysis, Sampling and storage, Important parameters, Objectives of plant analysis, Sampling and storage, Ashing, Important
parameters, Interpretation of soil analysis results for fertilizer advisory service"
null;null;null;null;Cereal And Grain Legume Cultivation;SPPA041;16;History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing of grain and sweet sorghum (Sorghum bicolor), dry bean (Phaseolus vulgaris), bambara groundnut (Vigna subterranean), sugarcane (Saccharum officinarum) and tobacco (Nicotiana tabacum).
null;null;null;null;Seed Technology and Nursery Culture;SPPB041;16;Seed definition and importance in plant production, seed structure and chemistry. Vegetative propagation, Seed quality - seed germination and viability testing, seed vigour and vigour testing, seed dormancy and seed deterioration. Seedling survival, transplanting shock and seedling hardening. Structure of the seed industry. Seed certification and seed production of horticultural crops (fruits and vegetables), legislation affecting nursery culture and management of nursery (screen shade and glasshouse cultures, growing media and seedling production, crop protection). Seed certification (structure of certification scheme and seed classes, seed legislation) and seed production of field crops (maize hybrids and OPVs, soybean, potatoes, and sweet potato), Community based seed production.
null;null;null;null;Post-Harvest Technology;SPPD042;null;Introduction to postharvest technology science: definition and importance, Postharvest losses of agricultural products: cause of losses, loss assessment and methods of reducing loses, Biological, physiological and environmental factors affecting shelf life, Environmental factors influencing deterioration, Postharvest technology procedures, Storage systems: precooling and cooling systems, Postharvest pathology, Food safety: philosophy of control, traceability and assurance, Good agricultural Practices, HACCP and GLOBALGAP.
null;null;null;null;Deciduous, Tropical and Subtropical Fruit Crops Production;SPPE042;16;Selection of at least two economically important fruit crops from each group (Deciduous, Tropical and Subtropical) and focus on the following for each: Fruit crop scientific classification, Fruit crop origin and spread, It’s national and international economic importance and uses: Focusing on its South African industry and important stakeholders, Botany: Tree and fruit morphology, primary/major cultivated cultivars, Ecology: Climate-soil culture complexes, Orchard establishment: Planning for its enterprise, establishing and aftercare, Orchard management: Fertilization, irrigation, pruning, pests and pre-harvest diseases, Harvesting and Pack-house operations.
null;null;null;null;Tuber, Oilseeds and Fibre Crops;SPPA042;16;"History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing of Irish potato, (Solanum tuberosum), Sunflower
(Helianthus annuus), soybean (Glycine max) and fibre crops: cotton (Gossypium spp) and
other minor vegetable fibres (hemp, flax and sisal)"
null;null;Pasture Science;null;Advanced Soil, Plant and Water Analysis;SSCA041;null;Introduction to analytical techniques: theory and examples: Titration, Precipitation, Colorimetry, Flame Spectrophotometry, Objectives of Soil analysis, Sampling and storage, Important parameters, Extraction, Objectives of water analysis, Sampling and storage, Important parameters, Objectives of plant analysis, Sampling and storage, Ashing, Important parameters, Interpretation of soil analysis results for fertilizer advisory service.
null;null;null;null;Seed Technology and Nursery Culture;SPPB041;null;Seed definition and importance in plant production, seed structure and chemistry. Vegetative propagation, Seed quality - seed germination and viability testing, seed vigour and vigour testing, seed dormancy and seed deterioration. Seedling survival, transplanting shock and seedling hardening. Structure of the seed industry. Seed certification and seed production of horticultural crops (fruits and vegetables), legislation affecting nursery culture and management of nursery (screen shade and glasshouse cultures, growing media and seedling production, crop protection). Seed certification (structure of certification scheme and seed classes, seed legislation) and seed production of field crops (maize hybrids and OPVs, soybean, potatoes, and sweet potato), Community based seed production.
null;null;null;null;Veld Evaluation: Defoliation, Rest and Growth;SPPC041;16;Rangeland diversity in vegetation in terms of species, acceptability, veld type units and biomes, Rangeland condition assessment, grazing and browsing capacity, Growth of the grazing and browsing plant as influenced by internal and external factors, specifically management, The impact of bush encroachment and control of it, The role of fire on rangeland production and its role as a management tool, The nutritional value, acceptability and intake of rangeland species and its influence on animal production
null;null;null;null;Post-Harvest Technology;SPPD042;null;Introduction to postharvest technology science: definition and importance, Postharvest losses of agricultural products: cause of losses, loss assessment and methods of reducing loses, Biological, physiological and environmental factors affecting shelf life, Environmental factors influencing deterioration, Postharvest technology procedures, Storage systems: precooling and cooling systems, Postharvest pathology, Food safety: philosophy of control, traceability and assurance, Good agricultural Practices, HACCP and GLOBALGAP
null;null;null;null;Veld Management Systems;SPPF042;null;Veld type units and planning of primary and secondary camps on the farm, Aerial photo interpretation, Identification of veld type units, Assessment of veld condition, Estimation of the farm grazing capacity, The impact of trees on veld and livestock production, Choice of a livestock production systems, Herd composition, Fencing layout, Herd allocations, Veld management systems and economic considerations, Electric fencing and veld management, The impact of bush encroachment and control of it, Veld Management systems and Grazing systems for the Sweet and Mixed veld.
