University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;1;"GEOSYSTEMS: AN INTRODUCTION TO EARTH & 
ENVIRONMENTAL SCIENCES ";GEO1009F;18;"This course aims to develop a broad understanding of how the Earth works. Over its >4.5 billion-yearlong history, the Earth has been shaped by chemical, physical and biological processes. The course 
shows why decoding the rock record of deep-time events is critical for explaining past, present and 
future environmental changes and the distribution of natural resources. The Earth has also sustained 
life in the last >3.5 billion years. Our species, Homo sapiens, is a relatively recent arrival, yet it had 
the greatest impact on our planet. The course reviews human evolution and how we became the 
dominant cause of environmental change on our planet. The course also introduces environmental 
science and examines contemporary linkages between climate, hydrology and critical surface zone 
processes within the context of human impact. Together they control the state of the environment and 
determine the resilience, vulnerability and risks for life on Earth"
null;null;null;2; MINERALOGY, CRYSTALLOGRAPHY AND PETROGRAPHY;GEO2001F;24;"This course covers the fundamentals of physical and chemical mineralogy and its application to 
igneous and metamorphic rocks as a basis for senior courses in petrology. The course comprises interrelated sections as follows: crystallography and crystal optics (including a brief introduction to X-ray 
crystallography): mineralogy (the chemical, physical and optical properties of selected groups of rockforming minerals, and the theory and practice of identifying minerals by means of the polarising 
microscope); phase diagrams (interpretation of simple phase diagrams relevant to igneous and 
metamorphic rocks); classification and petrography of igneous rocks (physical processes of magma 
differentiation; the relationship between chemical composition and modal mineralogy); classification 
and petrography of metamorphic rocks (types of metamorphism, metamorphic textures and mineral 
assemblages). "
null;null;null;2; PHYSICAL GEOLOGY;GEO2004S;24;"This course builds on the previous mineralogy course and explores the physical structure of the Earth 
and the physical processes involved in sedimentary rock formation and rock deformation. These 
include transport and deposition of sediments; sedimentary textures and structure; siliciclastic, 
carbonate, evaporitic and other sedimentary rocks; earthquakes, stress, displacement and strain; brittle 
and ductile deformation; interpretation of geological maps and cross sections; introduction to tectonics 
and global geophysics. "
null;null;null;2;FIELD GEOLOGY & GEOLOGICAL MAPPING;GEO2005X;24;"This is a field-based course that introduces techniques used to identify, describe and document rocks 
in the field and for interpreting their inter-relationships, with the view to producing geological maps, 
stratigraphic logs and structural sections. Techniques covered include: mineralogical and textural 
descriptions of rocks using a hand-lens; measurement of attitude of bedding using compass and 
clinometer; measurement, description and interpretation of depositional and deformational structures; 
stereo plots, interpretation and use of aerial photographs; identifying contact relationships; GPS 
positioning. Course material is taught over four separate field camps spread over two years of study"
null;null;null;3; STRATIGRAPHY & ECONOMIC GEOLOGY;GEO3001S;36;"Course outline: 
This course covers the development of the oceanic and continental rock record and associated ore 
deposits as follows: the principles of stratigraphy with examples drawn from the South African rock 
record; the methods and procedures involved in dating rocks; the genesis of economic mineral 
deposits, their microscopic textures, and their valuation and exploitation; geophysical techniques."
null;null;null;3;PETROLOGY & STRUCTURAL GEOLOGY;GEO3005F;36;"This course covers key concepts in igneous, metamorphic and sedimentary petrology in combination 
with structural geology as follows: interpreting major and trace element and isotope variations in 
igneous rocks; origin and evolution of the major magma series; thermodynamics, kinetics and 
chemography of metamorphic reactions; tectonic setting of metamorphic terrains; principles of 
interpretations and classification of continental and marine sedimentary environments; kinematic 
principles, deformation mechanisms, microstructure, faulting and tectonic geomorphology. "
null;null;null;null;null;null;null;null
null;null;"DEPARTMENT OF MATHEMATICS AND 
APPLIED MATHEMATICS ";1; INTRODUCTION TO DISCRETE MATHEMATICS;MAM1008S ;18;"This course provides a foundation for Computer Science and Applied Statistics. Many areas of 
Computer Science and Applied Statistics require the ability to work with concepts from discrete 
structures, which include topics such as set theory, logic, graph theory, and probability theory. In this 
course, you will learn about (1) sets, relations and functions; (2) basic logic, including propositional 
logic, logical connectives, truth tables, propositional inference rules and predicate logic; (3) proof 
techniques, including the structure of mathematical proofs, direct proofs, disproving by 
counterexample, proof by contradiction; (4) basics of counting, including counting arguments, the 
pigeonhole principle, permutations and combinations, solving recurrence relation; (5) graphs and 
trees; (6) discrete probability, including finite probability space, axioms of probability, conditional 
probability; and, (7) linear algebra, including vectors, matrices and their applications. The course is 
offered in a blended-learning format. Students are provided with a set of video lectures that they can 
watch multiple times. Student contact time is in a tutorial format aimed at reinforcing the principles 
introduced in the online lectures and giving students time to do exercises under the supervision of 
tutors. 
Lecture times: No f"
null;null;null;1;MODELLING & APPLIED COMPUTING;MAM1043H;18;"The aim of this course is to introduce Applied Mathematics and Mathematical Modelling including 
approximations and estimation theory, numerical methods, dynamical systems and modelling and 
simulation of discrete and continuous processes with MATLAB and/or Julia. Exposure to research 
methodology and mathematical communication is provided. "
null;null;null;1;DYNAMICS;MAM1044H;18;"The aim of this course is to introduce the elements of mechanics. Topics covered include: Kinematics 
in three dimensions. Newton's laws of motion, models of forces (friction, elastic springs, fluid 
resistance). Conservation of energy and momentum. Simple systems of particles, including brief 
introduction to rigid systems. Orbital Mechanics with applications to the planning of space missions 
to the outer planets"
null;null;null;2;APPLIED MATHEMATICS 2046 ;MAM2046W;48;"This course will provide students with fundamental topics in Applied Mathematics. It consists of the 
following four modules: 
2NA: NUMERICAL ANALYSIS (MAM2053S in EBE) 
Non-linear equations and rates of convergence. Direct and iterative methods for solving linear 
systems, pivoting strategies, matrix factorization, norms, conditioning. Solutions to initial value 
problems including higher order ordinary differential equations. Interpolation and approximation 
theory, splines, discrete and continuous least squares. Numerical differentiation and integration. Error 
analysis and control. 
2OD: ORDINARY DIFFERENTIAL EQUATIONS 
First order equations; existence and uniqueness of solutions. Linear equations of the n-th order; 
systems of n linear first-order equations. Nonhomogeneous linear equations and systems; variation of 
parameters; qualitative theory of nonlinear equations; phase plane analysis; externally and 
parametrically driven oscillators; resonances; application to the theory of nonlinear vibrations. 
Calculus of variations. 
2BP: BOUNDARY-VALUE PROBLEMS (MAM2050S in EBE) 
Boundary-value problems, Sturm-Liouville problems, Green's function. Variational calculus, 
applications to Lagrangean and Hamiltonian mechanics. Diffusion, Laplace's and wave equation. 
Solution by separation of variables. 
2ND: NONLINEAR DYNAMICS 
Fixed points, bifurcations, phase portraits. Conservative and reversible systems. Index theory, 
Poincáre-Bendixson theorem, Liénard systems, relaxation oscillators. Hopf bifurcations, 
quasiperiodicity and Poincaré maps. Applications. Chaos on a strange attractor, Lorentz map, logistic 
map, Hénon map, Lyapunov exponents. Fractals. "
null;null;null;2;"APPLIED MATHEMATICS 2047 
";MAM2047H;24;"The aim of this course is to introduce the student to a selection of fundamental topics in Applied 
Mathematics. This half-course consists of two modules from MAM2046W, one of which should be 
the module 2OD: ORDINARY DIFFERENTIAL EQUATIONS, which covers: 
First order linear and nonlinear equations; existence and uniqueness of solutions. Linear equations of 
the n-th order and systems of n linear first order equations. Nonhomogeneous linear equations and 
systems; variation of parameters; qualitative theory of nonlinear equations; phase plane analysis; 
externally and parametrically driven oscillators; resonances; application to the theory of nonlinear 
vibrations. Calculus of variations. "
null;null;null;2;APPLIED MATHEMATICS 2048 ;MAM2048H;24;"The aim of this course is to introduce the student to a selection of fundamental topics in Applied 
Mathematics. This course is for students who have already obtained credit for MAM2047H. It consists 
of two modules of MAM2046W which were not taken as MAM2047H. A student who takes both 
MAM2047H and MAM2048H may count the combination as equivalent to MAM2046W."
null;null;null;3;APPLIED MATHEMATICS 3040;MAM3040W;72;"This course introduces students to advanced topics in Applied Mathematics. 
3MP: METHODS OF MATHEMATICAL PHYSICS (MAM3043F in EBE) 
Fourier-transform solution of linear PDEs on the line. Long-term asymptotic behaviour: methods of 
Laplace, stationary phase, steepest descents. Nonlinear waves: Riemann invariants. Effect of 
dissipation; Cole-Hopf transform for the Burgers equation; travelling fronts for the KPP equation. 
Effect of dispersion: KdV, sine-Gordon equation. Elliptic integrals, elliptic functions; cnoidal waves, 
solitons. Multisoliton solutions: Hirota method, Baecklund transformations. 
3CV: METHODS OF FUNCTIONS OF COMPLEX VARIABLES 
Complex calculus, calculus of residues, special functions, applications to physics. 
3AN: ADVANCED NUMERICAL METHODS (MAM3050S in EBE) 
Advanced methods for ODEs, boundary value problems, differential eigenvalue problems. Numerical 
solution of PDEs by methods of finite differences, finite elements and spectral methods. 
3GR: INTRODUCTION TO GENERAL RELATIVITY (MAM3049S in EBE) 
This course introduces special relativity, taught in a blended learning fashion (online lectures and 
tutorials) and general relativity including tensors, the metric tensor, symmetries, curvature, Einstein's 
field equations and solutions of Minkowski space and Black Holes. 
3FD: FLUID DYNAMICS (MAM3054S in EBE) 
Application, description of fluids, equations of fluid flow for simple fluids, analytical techniques."
null;null;null;3;"APPLIED MATHEMATICS 3041 
";MAM3041H;36;"The aim of this course is to introduce students to a selection of advanced topics in Applied 
Mathematics. This half course consists of two modules of MAM3040W, at least one of which should 
be 3MP: METHODS OF MATHEMATICAL PHYSICS (MAM3043S in EBE), the content of which 
may be found in the entry for MAM3040W"
null;null;null;3;APPLIED MATHEMATICS 3048;MAM3048H ;36;"This course is for students who have already obtained credit for MAM3041H. It consists of two 
modules of MAM3040W which were not taken as MAM3041H and which, together with 
MAM3041H, would constitute the contents of MAM3040W. A student who takes both MAM3041H 
and MAM3048H may count the combination as equivalent to MAM3040W. "
null;null;null;null;null;null;null;null
null;null;"DEPARTMENT OF MOLECULAR AND CELL 
BIOLOGY ";2;BIOLOGICAL INFORMATION TRANSFER;MCB2020F;24;This course introduces students to fundamental concepts in genetics and examines how biological information is organised, used and transferred in viruses, prokaryotes and eukaryotes. Topics covered include the biological explanations for Mendel's laws of genetics, principles of evolutionary genetics, genome organisation, horizontal gene transfer and gene structure and regulation.
null;null;null;2;MOLECULAR BIOSCIENCE;MCB2021F;24;"This course will introduce students to the concepts of biological chemistry fundamental to 
understanding the distinctive properties of living matter and biological processes. The course covers 
core principles in three major areas, (i) the structural chemistry of key components of living matter 
and the relationship between chemical structure and biological function of these components, (ii) 
metabolism - the nature of chemical reactions that occur in living matter and (iii) the chemistry of 
molecules and processes involved in the transmission of biological information. In addition to these 
core principles, students will learn about scientific method, basic biochemistry/molecular biology 
techniques and experimental design. "
null;null;null;2;METABOLISM & BIOENGINEERING;MCB2022S;24;"This course will introduce students to some key aspects of metabolic energy production in eukaryotic 
and prokaryotic systems. It aims to raise awareness of issues at the forefront of the discipline and give 
students the ability to dissect problems in order to identify solutions. Topics covered may include 
carbohydrate and lipid metabolism, metabolic integration, the metabolic diversity in Bacteria and 
Archaea, and bioengineering in bacteria and plants. "
null;null;null;2;FUNCTIONAL GENETICS;MCB2023S;24;"The course lays the foundation for the major in genetics, and shows how the tools of classical and 
molecular genetics can be applied to understanding the regulation of gene expression, cell 
differentiation and patterning in bacteria and eukaryotes. Concepts covered include gene mapping, 
forward and reverse genetics; microbial genetics, including regulation of the lac operon; CRISPR/ 
Cas9 gene editing and DNA repair; alternative splicing and sex-determination; epigenetic mechanisms 
used in dosage compensation; the genetic analysis of cell cycle regulation; stem cell technology and 
axis determination in Drosophila"
null;null;null;3;MOLECULAR EVOLUTIONARY GENETICS & DEVELOPMENT;MCB3023S ;36;"This course provides advanced level studies in the area of molecular evolutionary genetics and 
development. Focus is placed on understanding key experiments in these fields and on interpreting 
data. Topics covered include: The origins and molecular genetics of viruses, principles of mouse 
molecular genetics applied to limb and neural development; evo-devo or how genetic change leads to 
morphological diversity; interactions between genetics, the environment and development"
null;null;null;3;DEFENCE & DISEASE;MCB3024S;36;"This course will initially examine the innate immune systems of plants. The focus will switch to the 
adaptive immune system, with emphasis on three major disease challenges in South Africa; namely, 
HIV, TB and malaria. Host-pathogen interactions will also be discussed, with a focus on viruses and 
how they infect mammals. Finally, the course will examine strategies to produce vaccines that enable 
immunity to viral infecti"
null;null;null;3;STRUCTURAL & CHEMICAL BIOLOGY;MCB3025F ;36;"This course addresses how modern techniques of structural and chemical biology are being used to 
solve biological problems. It draws on multiple aspects of macromolecular biochemistry including 
nucleic acid structure and interactions, signalling proteins and membrane proteins, and demonstrates 
how this knowledge can be used in drug discovery and protein design in biotechnology. Topics 
include: mechanisms of reversible and irreversible enzyme inhibitors, ligand binding, protein folding, 
molecular basis for protein function, regulation of protein activity, cell signalling and proteomics"
null;null;null;3;MOLECULAR GENETICS AND GENOMICS;MCB3026F;36;"This course explores various topics in molecular genetics covering humans, plants, bacteria, viruses 
and mobile genetic elements (MGEs). Focus is given to understanding genetic mechanisms by 
studying genes, proteins, antisense RNA, sRNA and the role they play in regulatory and biochemical 
processes. Topics include plasmid biology, regulation of viral lifecycles, bacterial biosynthetic 
pathways, human genetic disorders, transgenic plants and metagenomics among others. Different and 
cutting-edge tools in modern day molecular biology are taught with an emphasis on data analyses and 
interpretation and these include bioinformatics (DNA sequence analysis, assembly, annotation, 
databases, BLAST, primer design), phylogenetics, Next generation sequencing, RNA sequencing and 
genome projects"
null;null;null;null;null;null;null;null
null;null;DEPARTMENT OF PHYSICS;1;MATTER & INTERACTIONS ;PHY1004W;36;"PHY1004W is an advanced calculus-based introductory course for Science students intending to 
continue with second-year Physics. It features the modelling of physical systems from fundamental 
principles, and computational problem solving using VPython. The course includes the following 
topics: Modern mechanics: Conservation laws, the momentum principle, atomic nature of matter, 
conservation of energy, energy in macroscopic systems, energy quantization, multi-particle systems, 
exploring the nucleus, angular momentum, entropy. 
Electric and magnetic interactions: Electric fields, electric potential, magnetic fields, electric circuits, 
capacitance, resistance, magnetic force, Gauss' Law, Ampere's Law, Faraday's Law, induction, 
electromagnetic radiation, waves and particles."
null;null;null;1;PRINCIPLES OF PHYSICS;PHY1023H;18;"PHY1023H is an algebra-based introductory course for Science students. Some calculus may be used. 
The course includes the following topics: Tools and skills: Essential mathematical, diagrammatic and 
conceptual tools and skills for Physics, co-ordinate systems, vectors, rates of change, the fundamental 
forces, mathematical techniques and their relationship with physical phenomena. Mechanics: 
kinematics, forces, dynamics, momentum, impulse, work, energy, power, collisions, rotation,rotational dynamics, torque, angular momentum, static equilibrium, gravitation. Properties of matter: 
elasticity, hydrostatics, hydrodynamics. Vibrations and waves: simple harmonic motion, damped 
oscillations, forced oscillations, resonance, travelling waves, superposition, standing waves, sound 
waves, sound intensity and Doppler Effect"
null;null;null;1;GENERAL PHYSICS A ;PHY1031F;18;"PHY1031F is an algebra-based introductory course for Science students who do not intend proceeding 
to second-year courses in Physics. Some calculus may be used. The course includes the following 
topics: Mechanics: vectors, kinematics, forces, dynamics, momentum, impulse, work, energy, power, 
collisions, rotation, rotational dynamics, torque, angular momentum, static equilibrium, gravitation. 
Properties of matter: elasticity, hydrostatics, hydrodynamics. Vibrations and waves: simple harmonic 
motion, damped oscillations, forced oscillations, resonance, travelling waves, superposition, standing 
waves, sound waves, sound intensity and Doppler Effect. "
null;null;null;1;GENERAL PHYSICS B ;PHY1032F ;18;"PHY1032F is an algebra-based introductory course usually taken by Science students who have 
completed PHY1023H. Some calculus may be used. The course includes the following topics: 
Electricity and magnetism: electric charge, electric field, Gauss’ law, electric potential, capacitance, 
current, current density, emf, resistance, resistivity, networks, magnetic field, Biot Savart law, 
Ampere’s law, electromagnetic induction, inductance, alternating currents. Thermal physics: 
temperature, heat, kinetic theory of gases, first and second laws of thermodynamics. Optics: 
Geometrical optics, polarization, electromagnetic waves, interference, diffraction. Modern physics: 
atomic structure, quantum physical phenomena, wave-particle duality, X-rays, elementary nuclear 
physics, radioactivity"
null;null;null;2; INTERMEDIATE PHYSICS ;PHY2004W;48;"PHY2004W develops the foundations of a major in Physics and allows continuation to third-year 
Physics. The theory component features a set of intermediate topics, and the laboratory component 
develops both experimental and computational skills. The course includes the following topics: 
Mechanics: Review of Newton’s Laws, inertial and non-inertial frames, transformations, equations of 
motion for 1D systems, oscillations, resonance, non-linear systems, Euler’s equation, Lagrange’s 
equation, generalized co-ordinates and constrained systems, Hamiltonian formalism, phase space and 
Liouville’s theorem, effective potentials, planetary motion, systems of particles, angular momentum, 
collisions, rigid bodies, simple harmonic motion, resonance, coupled oscillators, wave equation, 
special relativity, relativistic mechanics. 
Electromagnetism: Vector calculus (div, grad, curl), electrostatics, special techniques for potentials, 
electric fields in matter, magnetostatics, magnetic fields in matter, current, Ohm’s law, circuits, 
electromagnetic induction, electrodynamics, Maxwell’s equations. 
Quantum Mechanics: The basic assumptions of quantum mechanics, solutions of Schrödinger's 
equation, properties of wave functions and operators, one-dimensional applications, angular 
momentum in quantum mechanics, three-dimensional applications, the hydrogen atom, approximate 
methods. "
null;null;null;3; ADVANCED PHYSICS ;PHY3004W;72;"This course completes the major in Physics. The theory component aims to develop advanced skills 
in problem solving within physics, and includes the following topics: 
Electromagnetism: Maxwell's equations in vacuum and matter, momentum and angular momentum 
in electromagnetic fields, electromagnetic waves, wave guides, gauge transformations, retarded 
potentials, electric and magnetic dipole radiation, special relativity, relativistic kinematics and 
electrodynamics, electromagnetic field tensor. 
Thermodynamics and Statistical Physics: Temperature, heat and work, laws of thermodynamics, 
ensembles and entropy, Boltzmann distribution and Helmholtz free energy, thermal radiation, 
chemical potential and Gibbs distribution, Fermi-Dirac statistics, electrons in metals, Bose-Einstein 
statistics, phonons, photons and the black-body distribution, the Bose-Einstein condensate, 
applications to classical and quantum systems. 
Applications of Quantum Mechanics: Atomic Physics (atomic structure and spectra, selection rules, 
spin, fine structure, Zeeman effect, time dependent and independent perturbation theory); Nuclear and 
Particle Physics (properties of nuclei, nuclear forces, structure, reactions and models, nuclear models, 
interactions of elementary particles, quarks and leptons, symmetries and the gauge forces); and Solid 
State Physics (crystal structure, lattice vibrations, electron states in solids, energy band theory, 
semiconductor physics and devices). 
The laboratory component includes practical and computational tasks to develop advanced skills of 
experimentation and scientific report writing. "
null;null;DEPARTMENT OF STATISTICAL SCIENCES;1;INTRODUCTORY STATISTICS;STA1000F ;18;"This is an introductory statistics course aimed at exposing students to principles and tools to support 
appropriate quantitative analysis. The aim is to produce students with a functional sense of statistics. 
We introduce students to statistical modelling and also cover exploratory data analysis. Appropriate 
tools for display, analysis and interpretation of data are discussed. This course is offered 
predominantly, but not exclusively, to Commerce students. The aim is to give a foundation to students 
who will encounter and apply statistics in their other courses and professions. Topics covered include: 
exploratory data analysis and summary statistics; probability theory; random variables; probability 
mass and density functions; Binomial, Poisson, Exponential, Normal and Uniform distributions; 
sampling distributions; confidence intervals; introduction to hypothesis testing (including tests on 
means; tabular data and bivariate data); determining sample sizes; simple linear regression and 
measures of correlation. Students are assessed on their knowledge of the topics covered and their 
ability to perform simple and appropriate statistical analyses using spreadsheet functions"
null;null;null;1;MATHEMATICAL STATISTICS I;STA1006S;18;"This is an introduction to statistics: the study of collecting, analysing, and interpreting data. It is the 
key entry-point into a Mathematical Statistics major and hence it is compulsory for students intending 
to major in Mathematical Statistics. This course provides foundation knowledge in statistical theory, 
and is useful for any student who wishes for an introduction to the fundamentals of statistics, from a 
mathematical perspective. Topics covered include: Types of data variables. Exploratory data analysis. 
Grouping and graphing of data. Set theory and counting rules. Probability: conditional probabilities, 
independence. Bayes theorem. Random variables and values, probability mass and density functions, 
cumulative distribution functions. Population models and parameters: binomial, Poisson, geometric, 
negative binomial, hypergeometric. Uniform, exponential, Gaussian, expectation. Coefficient of 
variation. Sampling: sampling distribution t, Chi-square, F and their tables. Point and interval 
estimation. Sample size estimation. Hypotheses testing: Z-test and T-test (proportions, difference 
between two proportions, means, difference between two (means, difference between means: for 
independent samples and dependent samples). F-test (ratio of two independent variances). Chisquared-test. Meaning of p-values. Bivariate data: scatterplot, simple linear regression and correl"
null;null;null;1;INTRODUCTORY STATISTICS FOR SCIENTISTS ;STA1007S ;18;"This course aims to provide an introduction to statistics for Science students, and the topics covered 
include: exploratory data analysis and summary statistics. Set theory. Probability: conditional 
probabilities, independence, Bayes theorem. Random variables. Probability mass and density 
functions. Binomial, Poisson, exponential, normal and uniform distributions. Sampling distributions. 
Confidence intervals. Hypothesis testing: Z-test and t-test (means, difference between means for 
independent and dependent samples). Chi-square test for independence and for Goodness-of-fit. 
Meaning of p-values. Determining sample size. Simple linear regression and measures of correlation. 
Practical data analysis will be taught using R. The course is the equivalent of STA1000S, in a 
biological setting. "
null;null;null;2;STATISTICAL THEORY & INFERENCE;STA2004F;24;"STA2004F is a rigorous introduction to the foundation of the mathematical statistics and aims to 
provide students with a deeper understanding of the statistical concepts covered in STA1006S. The 
course is intended for students studying Mathematical Statistics or Actuarial Science. STA2004F is 
divided into two broad sections: (1) Distribution theory and (2) Statistical Inference. During the first 
part of the course, students will learn to derive the distributions of random variables and their 
transformations, and explore the limiting behaviour of sequences of random variables. The last part 
of the course covers the estimation of population parameters and hypothesis testing based on a sample 
of data"
null;null;null;2;LINEAR MODELS ;STA2005S;24;"This course gives an introduction to statistical modelling and the theory of linear statistical models. 
The material is presented from a parametric and non-parametric perspective. The course has two 
sections: 
Regression: The multivariate normal distribution; quadratic forms; the linear model; maximum 
likelihood; estimates of parameters in the linear model; the Gauss-Markov theorem; variable selection 
procedures; analysis of residuals, bootstrap sampling; principal component analysis for dimension 
reduction and for regression. 
Design and analysis of experiments: Introduction to the basic design principles, basic experimental 
designs (completely randomised design, the randomised block design, Latin square design) factorial 
experiments, analysis of variance, the problem of multiple comparisons, power and sample size 
calculations, introduction to random effects and repeated measures, permutation/randomization tests, 
nonparametric tests, bootstrapping. 
The students are introduced to relevant statistical software and practical data analysis through weekly 
computer practicals and the exposure to many datasets. "
null;null;null;2;STUDY DESIGN & DATA ANALYSIS FOR SCIENTISTS ;STA2007F/S/H ;24;The course aims to equip students with practical experience and skills in analysing data, using statistical techniques frequently used in the sciences. The skills include designing experiments, choosing appropriate statistical methods for visual display and statistical modelling of data, model checking, interpretation and reporting of statistical results, and understanding of limitations of statistical methods and data. By the end of the course the student should have gained enough confidence to transfer these skills to new problems or data sets in their own profession. Topics covered include: Introduction to statistical notation, linear regression, design and analysis of experiments, generalized linear models. There will be strong emphasis on the practical application of the above methods, using open-source statistical software such as R. There will be a one-day face-to-face workshop at the beginning of the first semester and a one-day face-to-face workshop at the beginning of the second semester.
null;null;null;2;APPLIED STATISTICS;STA2020F;24;"This is designed to extend the student’s basic knowledge acquired in STA1000F/S/P/L. The emphasis 
of the course is on applying statistical methods and modelling techniques to data rather than focusing 
on the mathematical rigour underpinning these methods. Topics covered include: Analysis of variance 
and experimental design; revision and extension of simple linear regression; multiple regression; time 
series analysis; and non-parametric statistics. Students will continue to analyse data using Excel"
null;null;null;2;STATISTICAL THEORY & INFERENCE;STA2030S;24;"This course introduces students to Statistical Theory and Inference. It explores aspects of probability 
theory that are particularly relevant to statistics, including the notions of random variables, joint 
probability distributions, expected values and moment generating functions. The course content 
includes univariate distributions and moments of univariate distributions, moments of bivariatedistributions, distributions of sample statistics. It covers bias and efficiency of estimators. Students 
are introduced to the use of computer simulation and data re-sampling techniques (bootstrap) to 
investigate the following problems: one and two sample tests of means and variances, one and two 
way analysis of variances, moments and other properties of distributions, theory of distributions 
derived from the normal distribution"
null;null;null;3;APPLIED MULTIVARIATE DATA ANALYSIS ;STA3022F ;36;The aim of the course is to create a practical working familiarity with the analysis of data, focusing on multivariate methods as applied in areas such as marketing, the social science and the sciences. Topics covered include item reliability analysis, multidimensional scaling, correspondence analysis, principal component and factor analysis, cluster analysis, discriminant analysis, classification trees and structural equation modelling
null;null;null;3;STATISTICAL INFERENCE & MODELLING;STA3030F;36;"This course forms part of the third-year major in Applied Statistics. The aim of the course is to provide 
students with the main intellectual and practical skills required in the use of inferential statistics and 
statistical modelling. The course consists of 4 modules: The simulation module introduces students to 
the use of computer simulation and data re-sampling techniques (bootstrap) to investigate the 
following problems: one and two sample tests of means and variances; one and two way analysis of 
variances; moments and other properties of distributions; theory of distributions derived from normal 
distribution. The Bayesian module introduces students to decision theory and Bayesian inference. The 
generalized linear models module introduces students to the exponential family of distributions and 
extends linear and logistic regression models to models for other non-normal response variables. The 
machine learning module cover a basic introduction to statistical learning paradigms, applications of 
regression and classification trees, and a primer on feedforward neural networks and backpropagation. 
Students will use the R programming language."
null;null;null;3;" OPERATIONAL RESEARCH TECHNIQUES 
";STA3036S;36;"This course forms part of the third-year major in Applied Statistics. It is an introduction to the study 
of Operational Research (OR) and explores fundamental quantitative techniques in the OR 
armamentarium with a strong focus on computer-based application. The course is intended for 
students in the applied statistics stream but may be taken as an elective by students in the mathematical 
statistics stream. Topics covered include linear and non-linear programming where students will learn 
to find optimal solutions by characterising problems in terms of objectives, decision variables and 
constraints, Decision making under uncertainty through decision trees, decision rules and scenario 
planning, Queueing Theory simulation through modelling the operation of real world systems as they 
evolve over time. "
null;null;null;3;STOCHASTIC PROCESSES & TIME SERIES;STA3041F;36;"This course forms part of the third-year major in Mathematical Statistics. It consists of two modules 
namely Stochastic Processes and Time Series Analysis. The Stochastic Processes module is aimed at 
providing introductory theory and basic applications of stochastic processes in financial modelling 
whilst the Time Series module introduces students to the foundations of the Box-Jenkins methodology 
with the intention of applying the methodology using statistical software. Details of the module 
content are as follows: 
Stochastic processes: The module covers the general theory underlying stochastic processes and their 
classifications, definitions and applications of discrete Markov chains. Branching processes are 
examined with an emphasis on analysing probability of extinction/survival. The module also covers 
both discrete and continuous time counting processes for purposes constructing forecasts and 
backcasts. Finally, a detailed introduction to homogeneous and non-homogeneous Poisson processes 
is given. 
Time series analysis: The module covers various topics including global and local models of 
dependence, stationary ARMA processes, unit root processes as well as a brief introduction to 
univariate Volatility models as well as cointegration. "
null;null;null;3;"STATISTICAL MODELLING, MACHINE LEARNING & BAYESIAN 
ANALYSIS ";STA3043S ;36;"This course forms part of the third-year major in Mathematical Statistics. It consists of three modules: 
The first, Generalised Linear Models, introduces students to the theory and application of fitting linear 
models to various types of response variables with different underlying distributions. Subsequently, 
elementary concepts and methods in machine learning within the framework of statistical learning are 
explored. Finally, the Introduction to Bayesian Analysis module is dedicated to the Bayesian paradigm 
of statistical inference, analysis, and risk theory. The contents of the respective modules are outlined 
as follows: 
Generalized linear models: Topics covered include: The exponential family of distributions, the GLM 
formulation, estimation and inference, models for continuous responses with skew distributions, 
logistic regression, log-linear models and Poisson regression. 
Machine learning: Topics covered include: A basic introduction to statistical learning paradigms, 
applications of regression and classification trees, and a primer on feedforward neural networks and 
backpropagation. 
Introduction to Bayesian Analysis: Topics covered include: use of Bayes’ theorem; Bayesian 
statistical analysis for Bernoulli and normal sampling; empirical Bayes and credibility theory; loss 
and extreme value distributions; Monte Carlo methods. 
Students are assessed through formal written exam plus computer assignments done under exam 
conditions"
null;null;null;3;ADVANCED STOCHASTIC PROCESSES & DISTRIBUTION;STA3045F;36;"This course is a third-year module for students studying Actuarial Science or Mathematical Statistics, 
though not a requirement for a major in Mathematical Statistics. The course begins by giving a brief 
introduction to copulas and extreme value theory, together with some applications to risk 
management. The rest of the course gives a theoretical overview of stochastic processes, with the 
models covered spanning both discrete and continuous time as well as discrete and continuous statespace. Though the emphasis is on the theoretical properties of the models, the application of the 
methods to real-world problems is also explored at length. Topics covered: copulas, an introduction 
to extreme value theory, homogenous and non-homogeneous continuous-time Markov chains, random 
walks, probability theory, martingales, Brownian motion, and diffusion processes"
